Customer ID,Customer Name,Segment,Region,total_orders,total_units,lifetime_value,lifetime_profit,first_purchase,last_purchase,margin_pct
PS-18760,Pamela Stobb,Consumer,Central,2,21,646.7,23.06,2015-06-15,2016-05-26,3.6
PS-18760,Pamela Stobb,Consumer,East,2,43,953.11,11.21,2017-03-09,2018-09-14,1.2
PS-18760,Pamela Stobb,Consumer,West,2,31,581.67,64.39,2017-09-29,2018-04-17,11.1
PS-18970,Paul Stevenson,Home Office,Central,2,8,249.56,16.4,2016-04-30,2018-10-22,6.6
PS-18970,Paul Stevenson,Home Office,East,2,11,27.98,3.71,2017-05-09,2018-10-04,13.3
PS-18970,Paul Stevenson,Home Office,South,1,13,89.36,10.43,2016-11-30,2016-11-30,11.7
PS-18970,Paul Stevenson,Home Office,West,3,24,911.74,68.59,2015-04-15,2018-03-21,7.5
PS-19045,Penelope Sewall,Home Office,Central,1,1,79.36,18.97,2016-02-22,2016-02-22,23.9
PS-19045,Penelope Sewall,Home Office,East,2,18,123.06,15.79,2016-06-13,2018-04-04,12.8
PS-19045,Penelope Sewall,Home Office,South,2,28,3268.36,-289.31,2015-12-20,2018-01-21,-8.9
PS-19045,Penelope Sewall,Home Office,West,2,8,3372.85,478.46,2017-11-07,2018-05-08,14.2
PT-19090,Pete Takahito,Consumer,Central,2,14,98.64,11.51,2015-09-12,2017-09-05,11.7
PT-19090,Pete Takahito,Consumer,South,1,12,59.82,-6.02,2018-10-20,2018-10-20,-10.1
PV-18985,Paul Van Hugh,Home Office,Central,2,22,1044.49,91.78,2015-07-12,2017-02-22,8.8
PV-18985,Paul Van Hugh,Home Office,East,1,11,90.6,-4.13,2018-03-11,2018-03-11,-4.6
PV-18985,Paul Van Hugh,Home Office,West,2,32,1740.96,193.22,2017-06-14,2018-10-02,11.1
PW-19030,Pauline Webber,Corporate,Central,1,2,115.84,6.33,2017-12-02,2017-12-02,5.5
PW-19030,Pauline Webber,Corporate,East,4,25,1589.1,220.95,2016-02-03,2018-11-14,13.9
PW-19030,Pauline Webber,Corporate,South,2,8,78.14,10.53,2018-03-21,2018-08-05,13.5
PW-19030,Pauline Webber,Corporate,West,3,23,1671.83,207.47,2015-05-16,2018-06-27,12.4
PW-19240,Pierre Wener,Consumer,Central,1,4,408.42,10.54,2016-04-26,2016-04-26,2.6
PW-19240,Pierre Wener,Consumer,East,3,32,2970.49,335.94,2016-02-21,2017-09-22,11.3
PW-19240,Pierre Wener,Consumer,South,1,6,2.21,-8.38,2017-07-29,2017-07-29,-379.2
PW-19240,Pierre Wener,Consumer,West,2,14,541.29,-44.37,2015-11-18,2016-12-03,-8.2
QJ-19255,Quincy Jones,Corporate,Central,3,12,332.6,34.48,2015-06-01,2017-12-08,10.4
QJ-19255,Quincy Jones,Corporate,East,5,23,5432.98,-230.52,2015-03-17,2018-12-05,-4.2
QJ-19255,Quincy Jones,Corporate,South,1,12,342.76,52.6,2017-10-15,2017-10-15,15.3
RA-19285,Ralph Arnett,Consumer,Central,3,7,18.26,8.09,2015-12-13,2017-08-04,44.3
RA-19285,Ralph Arnett,Consumer,East,3,15,579.3,4.8,2018-06-30,2018-12-25,0.8
RA-19285,Ralph Arnett,Consumer,South,1,12,78.46,7.13,2016-10-23,2016-10-23,9.1
RA-19285,Ralph Arnett,Consumer,West,2,20,1941.89,296.91,2016-12-25,2018-09-04,15.3
RA-19885,Ruben Ausman,Corporate,South,3,28,2243.14,-23.99,2015-04-08,2016-08-09,-1.1
RA-19885,Ruben Ausman,Corporate,West,3,29,1303.09,150.69,2017-07-17,2018-11-05,11.6
RA-19915,Russell Applegate,Consumer,Central,5,51,1943.75,-2.86,2015-06-30,2018-08-18,-0.1
RA-19915,Russell Applegate,Consumer,East,1,6,48.94,13.04,2015-09-30,2015-09-30,26.6
RA-19915,Russell Applegate,Consumer,South,1,5,487.22,23.92,2017-09-23,2017-09-23,4.9
RA-19915,Russell Applegate,Consumer,West,2,20,2313.63,308.56,2015-11-01,2018-12-18,13.3
RA-19945,Ryan Akin,Consumer,Central,1,12,321.39,-12.92,2018-10-30,2018-10-30,-4.0
RA-19945,Ryan Akin,Consumer,East,1,4,25.49,-10.69,2016-12-10,2016-12-10,-41.9
RA-19945,Ryan Akin,Consumer,South,1,12,709.04,40.87,2015-08-29,2015-08-29,5.8
RA-19945,Ryan Akin,Consumer,West,2,10,631.0,87.7,2016-08-27,2018-06-17,13.9
RB-19330,Randy Bradley,Consumer,Central,1,10,337.82,54.23,2018-10-23,2018-10-23,16.1
RB-19330,Randy Bradley,Consumer,East,1,2,670.38,6.56,2015-11-17,2015-11-17,1.0
RB-19360,Raymond Buch,Consumer,Central,1,6,20.23,8.65,2018-07-25,2018-07-25,42.8
RB-19360,Raymond Buch,Consumer,East,2,26,691.35,112.96,2017-04-01,2018-09-25,16.3
RB-19360,Raymond Buch,Consumer,South,1,8,60.48,6.74,2017-05-29,2017-05-29,11.1
RB-19360,Raymond Buch,Consumer,West,2,30,14345.28,2299.63,2017-07-14,2018-03-23,16.0
RB-19435,Richard Bierner,Consumer,Central,2,7,144.57,16.48,2015-11-24,2016-07-02,11.4
RB-19435,Richard Bierner,Consumer,East,1,11,120.26,8.42,2015-10-10,2015-10-10,7.0
RB-19435,Richard Bierner,Consumer,South,1,2,22.96,5.31,2018-11-19,2018-11-19,23.1
RB-19435,Richard Bierner,Consumer,West,3,27,1576.36,139.92,2015-03-11,2016-03-29,8.9
RB-19465,Rick Bensley,Home Office,Central,5,50,1893.41,19.24,2015-03-14,2018-12-21,1.0
RB-19465,Rick Bensley,Home Office,East,3,6,1039.59,-99.68,2017-03-09,2018-10-20,-9.6
RB-19465,Rick Bensley,Home Office,South,1,11,270.73,40.51,2017-05-05,2017-05-05,15.0
RB-19465,Rick Bensley,Home Office,West,3,28,1511.74,56.8,2017-05-20,2018-12-16,3.8
RB-19570,Rob Beeghly,Consumer,Central,3,23,428.82,20.96,2017-04-28,2018-12-05,4.9
RB-19570,Rob Beeghly,Consumer,South,1,8,29.66,7.51,2018-01-14,2018-01-14,25.3
RB-19570,Rob Beeghly,Consumer,West,1,13,70.06,-2.79,2017-09-15,2017-09-15,-4.0
RB-19645,Robert Barroso,Corporate,South,2,14,104.65,19.2,2015-11-22,2016-12-18,18.3
RB-19645,Robert Barroso,Corporate,West,3,18,116.44,15.28,2015-08-23,2017-03-22,13.1
RB-19705,Roger Barcio,Home Office,Central,1,3,275.06,4.9,2016-12-26,2016-12-26,1.8
RB-19705,Roger Barcio,Home Office,East,2,14,1786.71,188.45,2016-08-22,2018-09-14,10.5
RB-19705,Roger Barcio,Home Office,West,1,6,5.68,-2.88,2018-11-06,2018-11-06,-50.7
RB-19795,Ross Baird,Home Office,Central,1,2,15.28,-3.68,2015-06-03,2015-06-03,-24.1
RB-19795,Ross Baird,Home Office,East,2,28,3655.11,-208.64,2016-07-25,2018-11-28,-5.7
RB-19795,Ross Baird,Home Office,South,2,30,1718.67,220.05,2017-04-15,2017-12-24,12.8
RB-19795,Ross Baird,Home Office,West,3,16,244.25,56.19,2017-06-06,2018-10-05,23.0
RC-19825,Roy Collins,Consumer,Central,1,5,328.22,41.71,2017-06-06,2017-06-06,12.7
RC-19825,Roy Collins,Consumer,East,1,1,181.8,-14.5,2017-01-15,2017-01-15,-8.0
RC-19825,Roy Collins,Consumer,South,2,5,35.3,5.83,2015-12-05,2017-11-04,16.5
RC-19825,Roy Collins,Consumer,West,2,30,421.09,45.68,2017-06-20,2017-12-26,10.8
RC-19960,Ryan Crowe,Consumer,East,2,16,289.23,37.15,2015-08-25,2017-11-14,12.8
RC-19960,Ryan Crowe,Consumer,South,1,5,34.5,-10.75,2018-09-11,2018-09-11,-31.2
RC-19960,Ryan Crowe,Consumer,West,1,7,328.91,-34.6,2015-12-06,2015-12-06,-10.5
RD-19480,Rick Duston,Consumer,Central,3,13,162.39,14.84,2017-03-04,2018-10-19,9.1
RD-19480,Rick Duston,Consumer,East,1,13,1745.36,229.68,2015-06-08,2015-06-08,13.2
RD-19480,Rick Duston,Consumer,West,4,34,2365.18,301.49,2016-06-23,2018-09-15,12.7
RD-19585,Rob Dowd,Consumer,Central,3,16,481.37,58.76,2016-11-08,2018-07-03,12.2
RD-19585,Rob Dowd,Consumer,East,1,6,5.22,3.79,2018-01-29,2018-01-29,72.6
RD-19585,Rob Dowd,Consumer,South,2,29,1325.18,215.34,2015-04-02,2016-10-28,16.2
RD-19585,Rob Dowd,Consumer,West,3,30,1021.14,180.25,2016-02-16,2018-07-03,17.7
RD-19660,Robert Dilbeck,Home Office,Central,2,7,2275.1,116.73,2017-03-20,2018-09-07,5.1
RD-19660,Robert Dilbeck,Home Office,East,1,5,16.52,1.13,2017-09-22,2017-09-22,6.8
RD-19660,Robert Dilbeck,Home Office,West,1,1,454.27,4.42,2016-10-24,2016-10-24,1.0
RD-19720,Roger Demir,Consumer,Central,2,17,222.98,30.15,2017-11-21,2018-03-29,13.5
RD-19720,Roger Demir,Consumer,East,3,18,435.25,49.22,2015-11-02,2018-12-09,11.3
RD-19720,Roger Demir,Consumer,South,1,8,78.19,4.14,2016-12-21,2016-12-21,5.3
RD-19720,Roger Demir,Consumer,West,4,36,683.32,-10.68,2015-07-20,2017-12-03,-1.6
RD-19810,Ross DeVincentis,Home Office,Central,2,17,680.54,83.29,2017-09-02,2018-02-03,12.2
RD-19810,Ross DeVincentis,Home Office,East,3,8,82.96,14.2,2017-06-07,2018-12-16,17.1
RD-19810,Ross DeVincentis,Home Office,South,2,25,227.3,17.08,2015-10-27,2018-10-30,7.5
RD-19810,Ross DeVincentis,Home Office,West,1,4,146.82,36.37,2017-02-13,2017-02-13,24.8
RD-19900,Ruben Dartt,Consumer,Central,2,17,898.56,79.47,2015-04-05,2017-09-24,8.8
RD-19900,Ruben Dartt,Consumer,East,1,3,47.5,-1.63,2015-11-19,2015-11-19,-3.4
RD-19900,Ruben Dartt,Consumer,West,6,57,2187.87,285.65,2015-11-10,2018-09-07,13.1
RD-19930,Russell D'Ascenzo,Consumer,Central,3,41,346.98,22.12,2015-10-03,2018-11-18,6.4
RD-19930,Russell D'Ascenzo,Consumer,West,1,2,623.96,77.35,2016-07-25,2016-07-25,12.4
RE-19405,Ricardo Emerson,Consumer,East,1,3,48.36,11.84,2015-12-29,2015-12-29,24.5
RE-19450,Richard Eichhorn,Consumer,Central,2,16,462.42,76.99,2016-12-27,2018-03-03,16.6
RE-19450,Richard Eichhorn,Consumer,East,1,4,29.61,6.87,2017-07-14,2017-07-14,23.2
RE-19450,Richard Eichhorn,Consumer,West,1,2,174.49,9.95,2016-08-15,2016-08-15,5.7
RF-19345,Randy Ferguson,Corporate,Central,1,7,11.95,1.03,2017-12-05,2017-12-05,8.6
RF-19345,Randy Ferguson,Corporate,East,2,22,245.21,14.34,2015-05-20,2015-09-16,5.8
RF-19345,Randy Ferguson,Corporate,South,4,45,2958.81,379.14,2015-11-30,2017-11-28,12.8
RF-19345,Randy Ferguson,Corporate,West,1,9,93.17,-0.44,2015-12-13,2015-12-13,-0.5
RF-19735,Roland Fjeld,Consumer,Central,3,32,1571.37,177.47,2017-06-28,2018-10-02,11.3
RF-19735,Roland Fjeld,Consumer,East,1,2,21.93,10.85,2016-04-18,2016-04-18,49.5
RF-19735,Roland Fjeld,Consumer,South,1,5,62.91,9.71,2015-08-06,2015-08-06,15.4
RF-19735,Roland Fjeld,Consumer,West,2,9,685.09,97.01,2016-07-18,2017-08-26,14.2
RF-19840,Roy Französisch,Consumer,Central,1,1,49.63,-0.18,2015-11-12,2015-11-12,-0.4
RF-19840,Roy Französisch,Consumer,East,2,8,49.62,8.15,2018-04-16,2018-12-24,16.4
RF-19840,Roy Französisch,Consumer,South,3,22,399.45,58.83,2015-12-17,2017-08-13,14.7
RF-19840,Roy Französisch,Consumer,West,1,8,440.16,8.92,2017-12-12,2017-12-12,2.0
RH-19495,Rick Hansen,Consumer,Central,1,4,20.16,-2.21,2018-09-21,2018-09-21,-11.0
RH-19495,Rick Hansen,Consumer,East,2,11,3491.71,222.89,2015-08-23,2016-07-31,6.4
RH-19495,Rick Hansen,Consumer,South,1,5,20.74,7.84,2018-08-12,2018-08-12,37.8
RH-19495,Rick Hansen,Consumer,West,1,1,88.77,14.66,2018-11-28,2018-11-28,16.5
RH-19510,Rick Huthwaite,Home Office,Central,1,5,273.96,43.82,2015-11-16,2015-11-16,16.0
RH-19510,Rick Huthwaite,Home Office,East,1,13,2545.12,236.73,2017-09-19,2017-09-19,9.3
RH-19510,Rick Huthwaite,Home Office,West,4,34,4160.1,446.69,2016-08-31,2017-07-15,10.7
RH-19555,Ritsa Hightower,Consumer,South,2,9,740.38,86.06,2016-12-04,2017-07-29,11.6
RH-19600,Rob Haberlin,Consumer,Central,1,21,1305.81,77.2,2016-07-02,2016-07-02,5.9
RH-19600,Rob Haberlin,Consumer,South,2,29,779.93,82.15,2016-11-08,2017-07-14,10.5
RK-19300,Ralph Kennedy,Consumer,Central,1,25,1238.33,162.83,2016-07-20,2016-07-20,13.1
RK-19300,Ralph Kennedy,Consumer,East,2,5,221.86,-26.44,2016-10-12,2018-09-02,-11.9
RL-19615,Rob Lucas,Consumer,Central,2,41,3172.71,325.14,2016-07-12,2017-09-02,10.2
RL-19615,Rob Lucas,Consumer,East,1,34,1344.84,174.26,2018-07-07,2018-07-07,13.0
RL-19615,Rob Lucas,Consumer,South,2,12,1232.24,198.14,2017-05-29,2018-08-31,16.1
RL-19615,Rob Lucas,Consumer,West,3,26,485.12,-6.51,2015-12-05,2018-05-22,-1.3
RM-19375,Raymond Messe,Consumer,Central,1,1,46.86,3.71,2015-05-11,2015-05-11,7.9
RM-19375,Raymond Messe,Consumer,East,2,22,658.58,88.88,2015-06-21,2018-01-19,13.5
RM-19375,Raymond Messe,Consumer,South,2,8,532.38,-10.13,2016-11-30,2017-04-08,-1.9
RM-19375,Raymond Messe,Consumer,West,1,7,215.65,-1.48,2017-07-07,2017-07-07,-0.7
RM-19675,Robert Marley,Home Office,East,2,13,415.05,35.96,2015-11-14,2016-10-01,8.7
RM-19675,Robert Marley,Home Office,South,1,18,682.91,101.97,2015-11-19,2015-11-19,14.9
RM-19675,Robert Marley,Home Office,West,2,11,4881.13,761.72,2016-10-19,2018-12-24,15.6
RM-19750,Roland Murray,Consumer,East,1,10,98.35,6.23,2018-03-06,2018-03-06,6.3
RO-19780,Rose O'Brian,Consumer,Central,2,30,1772.31,74.86,2018-09-24,2018-11-25,4.2
RO-19780,Rose O'Brian,Consumer,South,3,16,1998.84,179.86,2016-12-04,2017-03-18,9.0
RO-19780,Rose O'Brian,Consumer,West,2,13,44.33,13.45,2016-05-12,2017-11-10,30.3
RP-19270,Rachel Payne,Corporate,Central,1,23,467.65,-20.42,2016-08-06,2016-08-06,-4.4
RP-19270,Rachel Payne,Corporate,West,3,28,486.99,81.82,2015-10-19,2017-08-21,16.8
RP-19390,Resi Pölking,Consumer,Central,2,21,2860.11,41.22,2015-12-01,2018-04-21,1.4
RP-19390,Resi Pölking,Consumer,East,7,36,773.54,58.96,2015-05-24,2018-11-27,7.6
RP-19390,Resi Pölking,Consumer,West,3,21,1519.44,182.72,2015-09-13,2016-10-02,12.0
RP-19855,Roy Phan,Corporate,Central,4,27,1543.87,227.25,2016-02-15,2018-12-02,14.7
RP-19855,Roy Phan,Corporate,South,1,9,29.97,5.04,2017-05-17,2017-05-17,16.8
RP-19855,Roy Phan,Corporate,West,2,24,481.52,56.0,2016-09-28,2018-05-27,11.6
RR-19315,Ralph Ritter,Consumer,Central,1,17,608.55,-5.96,2018-12-11,2018-12-11,-1.0
RR-19315,Ralph Ritter,Consumer,West,1,4,7.38,-2.78,2017-11-14,2017-11-14,-37.7
RR-19525,Rick Reed,Corporate,Central,1,9,373.94,56.62,2018-07-13,2018-07-13,15.1
RR-19525,Rick Reed,Corporate,East,3,21,2584.73,217.26,2015-09-09,2017-07-25,8.4
RR-19525,Rick Reed,Corporate,South,2,4,343.59,32.08,2016-12-05,2016-12-15,9.3
RS-19420,Ricardo Sperren,Corporate,East,2,22,1230.43,15.81,2015-08-05,2018-10-15,1.3
RS-19420,Ricardo Sperren,Corporate,South,1,11,1065.84,-60.81,2018-07-15,2018-07-15,-5.7
RS-19420,Ricardo Sperren,Corporate,West,2,7,925.02,-83.38,2017-05-09,2018-01-08,-9.0
RS-19765,Roland Schwarz,Corporate,Central,1,1,0.56,-0.63,2018-03-02,2018-03-02,-112.5
RS-19765,Roland Schwarz,Corporate,East,2,18,1006.12,147.15,2018-05-19,2018-09-08,14.6
RS-19765,Roland Schwarz,Corporate,South,3,26,1176.57,140.02,2015-04-07,2018-11-24,11.9
RS-19765,Roland Schwarz,Corporate,West,2,8,1976.52,100.59,2015-12-06,2018-10-15,5.1
RS-19870,Roy Skaria,Home Office,Central,1,11,12.68,9.12,2018-12-11,2018-12-11,71.9
RS-19870,Roy Skaria,Home Office,East,1,1,9.65,-3.54,2017-06-07,2017-06-07,-36.7
RW-19540,Rick Wilson,Corporate,Central,1,27,2049.53,42.2,2018-05-07,2018-05-07,2.1
RW-19540,Rick Wilson,Corporate,West,6,84,5347.87,600.45,2016-02-03,2018-09-01,11.2
RW-19630,Rob Williams,Corporate,Central,5,31,476.55,75.9,2015-06-28,2017-12-09,15.9
RW-19630,Rob Williams,Corporate,East,1,6,65.99,9.36,2018-10-02,2018-10-02,14.2
RW-19630,Rob Williams,Corporate,West,3,25,2737.21,61.18,2017-07-30,2018-04-13,2.2
RW-19690,Robert Waldorf,Consumer,Central,2,39,1092.1,147.45,2018-03-21,2018-09-10,13.5
RW-19690,Robert Waldorf,Consumer,East,1,12,1958.54,277.7,2018-01-15,2018-01-15,14.2
RW-19690,Robert Waldorf,Consumer,South,1,3,3.28,1.73,2017-05-30,2017-05-30,52.7
RW-19690,Robert Waldorf,Consumer,West,1,6,441.72,46.96,2018-10-12,2018-10-12,10.6
SA-20830,Sue Ann Reed,Consumer,Central,2,2,2743.01,447.02,2015-10-29,2018-04-03,16.3
SA-20830,Sue Ann Reed,Consumer,East,1,2,21.93,5.5,2018-10-28,2018-10-28,25.1
SA-20830,Sue Ann Reed,Consumer,South,3,37,1013.69,39.3,2016-04-26,2018-04-09,3.9
SA-20830,Sue Ann Reed,Consumer,West,4,30,988.71,-23.65,2015-02-22,2018-05-19,-2.4
SB-20170,Sarah Bern,Consumer,Central,1,6,38.57,7.2,2015-06-06,2015-06-06,18.7
SB-20170,Sarah Bern,Consumer,East,1,12,954.55,22.39,2018-06-12,2018-06-12,2.3
SB-20170,Sarah Bern,Consumer,West,1,5,354.9,40.83,2018-02-09,2018-02-09,11.5
SB-20185,Sarah Brown,Consumer,Central,2,22,1988.08,196.91,2015-09-20,2016-04-16,9.9
SB-20185,Sarah Brown,Consumer,East,2,8,469.4,-25.55,2016-09-25,2018-06-25,-5.4
SB-20185,Sarah Brown,Consumer,West,2,17,3953.51,420.62,2016-05-22,2018-06-12,10.6
SB-20290,Sean Braxton,Corporate,Central,1,13,5579.94,508.27,2015-09-19,2015-09-19,9.1
SB-20290,Sean Braxton,Corporate,East,3,29,1368.12,168.41,2015-09-07,2018-11-13,12.3
SB-20290,Sean Braxton,Corporate,South,2,17,843.97,121.22,2015-05-09,2018-09-09,14.4
SB-20290,Sean Braxton,Corporate,West,1,1,265.86,51.09,2016-09-11,2016-09-11,19.2
SC-20020,Sam Craven,Consumer,Central,4,53,2785.38,247.04,2015-03-03,2015-11-10,8.9
SC-20020,Sam Craven,Consumer,East,1,6,577.58,71.1,2016-11-10,2016-11-10,12.3
SC-20050,Sample Company A,Home Office,Central,3,7,400.98,49.82,2017-06-13,2018-09-30,12.4
SC-20050,Sample Company A,Home Office,East,1,1,22.2,2.67,2016-05-31,2016-05-31,12.0
SC-20050,Sample Company A,Home Office,South,2,21,420.41,-27.38,2017-11-24,2018-11-20,-6.5
SC-20050,Sample Company A,Home Office,West,3,22,3780.98,436.73,2015-03-18,2018-09-03,11.6
SC-20095,Sanjit Chand,Consumer,Central,1,15,9900.19,1169.24,2015-09-23,2015-09-23,11.8
SC-20095,Sanjit Chand,Consumer,East,1,5,12.7,-8.69,2018-01-15,2018-01-15,-68.4
SC-20095,Sanjit Chand,Consumer,South,2,10,1809.53,191.15,2015-03-04,2015-09-02,10.6
SC-20095,Sanjit Chand,Consumer,West,5,50,2419.91,79.28,2015-02-12,2017-07-25,3.3
SC-20230,Scot Coram,Corporate,Central,1,11,911.26,126.42,2017-07-08,2017-07-08,13.9
SC-20230,Scot Coram,Corporate,East,1,5,105.52,15.34,2017-06-06,2017-06-06,14.5
SC-20230,Scot Coram,Corporate,West,2,23,3355.18,-277.25,2017-08-21,2018-08-03,-8.3
SC-20260,Scott Cohen,Corporate,Central,2,25,65.03,12.69,2015-09-14,2018-03-31,19.5
SC-20260,Scott Cohen,Corporate,East,2,27,919.85,105.75,2016-01-17,2018-06-26,11.5
SC-20260,Scott Cohen,Corporate,South,1,1,79.96,4.32,2016-03-31,2016-03-31,5.4
SC-20260,Scott Cohen,Corporate,West,3,25,2664.96,-216.05,2015-04-06,2016-08-31,-8.1
SC-20305,Sean Christensen,Consumer,Central,3,18,339.92,55.05,2018-04-23,2018-08-28,16.2
SC-20305,Sean Christensen,Consumer,East,1,7,422.91,1.53,2018-12-01,2018-12-01,0.4
SC-20305,Sean Christensen,Consumer,West,2,13,2887.64,-0.83,2016-01-27,2017-12-24,-0.0
SC-20380,Shahid Collister,Consumer,Central,2,17,589.82,40.69,2015-03-01,2017-09-26,6.9
SC-20380,Shahid Collister,Consumer,East,2,14,538.07,69.77,2016-08-24,2018-03-13,13.0
SC-20380,Shahid Collister,Consumer,South,3,32,4646.36,-146.41,2018-02-03,2018-11-30,-3.2
SC-20380,Shahid Collister,Consumer,West,2,12,218.29,9.9,2016-07-11,2018-09-17,4.5
SC-20440,Shaun Chance,Corporate,East,5,31,562.54,56.01,2016-08-17,2018-11-24,10.0
SC-20440,Shaun Chance,Corporate,West,2,10,1312.45,174.17,2016-09-24,2016-10-01,13.3
SC-20575,Sonia Cooley,Consumer,Central,2,7,650.14,-8.43,2015-06-16,2018-08-19,-1.3
SC-20575,Sonia Cooley,Consumer,South,1,10,50.46,13.04,2016-10-09,2016-10-09,25.8
SC-20575,Sonia Cooley,Consumer,West,1,3,99.2,11.67,2018-09-29,2018-09-29,11.8
SC-20680,Steve Carroll,Home Office,Central,2,11,952.3,158.63,2016-09-24,2017-07-28,16.7
SC-20680,Steve Carroll,Home Office,South,1,2,71.98,5.62,2018-08-26,2018-08-26,7.8
SC-20680,Steve Carroll,Home Office,West,3,12,230.36,19.16,2015-11-21,2017-12-17,8.3
SC-20695,Steve Chapman,Corporate,Central,7,45,1937.61,255.41,2015-12-16,2018-10-02,13.2
SC-20695,Steve Chapman,Corporate,East,1,6,73.54,7.26,2017-12-11,2017-12-11,9.9
SC-20695,Steve Chapman,Corporate,South,2,13,565.26,86.23,2017-07-07,2017-09-10,15.3
SC-20725,Steven Cartwright,Consumer,Central,2,27,1841.81,196.27,2015-11-07,2016-09-26,10.7
SC-20725,Steven Cartwright,Consumer,East,3,22,747.57,78.49,2016-06-29,2018-06-26,10.5
SC-20725,Steven Cartwright,Consumer,West,6,53,2636.82,173.92,2015-06-03,2018-03-21,6.6
SC-20770,Stewart Carmichael,Corporate,Central,2,10,769.09,-47.19,2018-03-02,2018-11-19,-6.1
SC-20770,Stewart Carmichael,Corporate,East,2,44,3015.66,309.54,2017-03-13,2017-06-18,10.3
SC-20770,Stewart Carmichael,Corporate,South,1,6,224.9,27.88,2017-06-12,2017-06-12,12.4
SC-20770,Stewart Carmichael,Corporate,West,2,5,483.01,47.1,2016-06-20,2017-11-15,9.8
SC-20800,Stuart Calhoun,Consumer,Central,2,12,208.7,26.84,2016-12-11,2018-11-30,12.9
SC-20800,Stuart Calhoun,Consumer,South,1,4,66.3,16.77,2017-12-20,2017-12-20,25.3
SC-20800,Stuart Calhoun,Consumer,West,1,7,4.26,-1.97,2018-06-15,2018-06-15,-46.2
SC-20845,Sung Chung,Consumer,Central,1,4,14.11,8.24,2017-11-11,2017-11-11,58.4
SD-20485,Shirley Daniels,Home Office,Central,4,26,4724.42,502.59,2016-04-28,2018-06-13,10.6
SD-20485,Shirley Daniels,Home Office,East,3,28,405.21,1.92,2015-04-06,2017-09-19,0.5
SD-20485,Shirley Daniels,Home Office,South,1,19,944.61,130.46,2015-01-26,2015-01-26,13.8
SD-20485,Shirley Daniels,Home Office,West,1,1,46.87,3.64,2015-10-10,2015-10-10,7.8
SE-20110,Sanjit Engle,Consumer,Central,2,14,621.56,-47.44,2017-09-08,2018-08-27,-7.6
SE-20110,Sanjit Engle,Consumer,East,1,17,513.73,52.05,2016-04-11,2016-04-11,10.1
SE-20110,Sanjit Engle,Consumer,South,1,9,8805.04,931.75,2017-02-02,2017-02-02,10.6
SE-20110,Sanjit Engle,Consumer,West,7,36,2269.11,313.4,2015-04-11,2018-12-21,13.8
SF-20065,Sandra Flanagan,Consumer,Central,1,1,45.04,0.51,2016-12-05,2016-12-05,1.1
SF-20065,Sandra Flanagan,Consumer,East,3,21,638.88,46.46,2015-09-10,2018-11-01,7.3
SF-20065,Sandra Flanagan,Consumer,South,2,8,48.06,8.13,2016-11-25,2017-12-16,16.9
SF-20065,Sandra Flanagan,Consumer,West,1,3,31.56,-4.26,2016-08-13,2016-08-13,-13.5
SF-20200,Sarah Foster,Consumer,Central,2,9,291.85,38.07,2015-12-23,2016-03-05,13.0
SF-20200,Sarah Foster,Consumer,East,2,9,170.64,29.8,2016-09-26,2017-04-07,17.5
SF-20200,Sarah Foster,Consumer,West,5,40,2960.3,-308.97,2017-09-12,2018-11-01,-10.4
SF-20965,Sylvia Foulston,Corporate,Central,4,35,1786.66,188.1,2016-01-03,2018-08-11,10.5
SF-20965,Sylvia Foulston,Corporate,East,3,20,109.6,15.98,2016-10-05,2018-11-12,14.6
SF-20965,Sylvia Foulston,Corporate,West,2,10,1440.28,-33.96,2015-10-21,2017-10-31,-2.4
SG-20080,Sandra Glassco,Consumer,Central,1,1,839.43,105.17,2018-12-22,2018-12-22,12.5
SG-20080,Sandra Glassco,Consumer,West,2,49,2567.15,227.89,2016-10-31,2016-12-16,8.9
SG-20470,Sheri Gordon,Consumer,East,3,12,1189.33,-141.78,2016-06-29,2018-06-30,-11.9
SG-20470,Sheri Gordon,Consumer,South,3,36,485.5,18.47,2015-07-26,2016-05-20,3.8
SG-20470,Sheri Gordon,Consumer,West,2,10,209.96,18.84,2015-11-28,2017-08-22,9.0
SG-20605,Speros Goranitis,Consumer,Central,1,17,372.12,60.52,2015-12-19,2015-12-19,16.3
SG-20605,Speros Goranitis,Consumer,East,2,32,2622.88,358.87,2015-11-03,2016-12-06,13.7
SG-20605,Speros Goranitis,Consumer,South,1,3,15.92,3.69,2018-09-13,2018-09-13,23.2
SG-20605,Speros Goranitis,Consumer,West,1,2,107.97,5.78,2018-04-25,2018-04-25,5.4
SG-20890,Susan Gilcrest,Corporate,Central,2,10,37.45,6.89,2017-08-01,2018-05-18,18.4
SG-20890,Susan Gilcrest,Corporate,East,1,5,10.5,3.21,2015-03-30,2015-03-30,30.6
SH-19975,Sally Hughsby,Corporate,Central,3,11,52.71,18.8,2017-05-21,2018-10-27,35.7
SH-19975,Sally Hughsby,Corporate,East,1,8,70.22,9.1,2017-11-10,2017-11-10,13.0
SH-19975,Sally Hughsby,Corporate,South,1,13,104.71,7.37,2017-09-22,2017-09-22,7.0
SH-19975,Sally Hughsby,Corporate,West,7,65,2238.03,113.57,2015-12-10,2018-12-01,5.1
SH-20395,Shahid Hopkins,Consumer,East,7,31,370.85,37.39,2016-10-11,2018-12-07,10.1
